sample_id,interp_age,interp_age_uncert_pos,interp_age_uncert_neg,age_model_type,ann_lam_check,dep_rate_check
65903,1538.4,,,other (see notes),not applicable,not applicable
65904,1541.9,,,other (see notes),not applicable,not applicable
65905,1545.4,,,other (see notes),not applicable,not applicable
65906,1548.8,,,other (see notes),not applicable,not applicable
65907,1552.3,,,other (see notes),not applicable,not applicable
65908,1555.8,,,other (see notes),not applicable,not applicable
65909,1559.3,,,other (see notes),not applicable,not applicable
65910,1562.8,,,other (see notes),not applicable,not applicable
65911,1566.2,,,other (see notes),not applicable,not applicable
65912,1569.7,,,other (see notes),not applicable,not applicable
65913,1573.2,,,other (see notes),not applicable,not applicable
65914,1576.7,,,other (see notes),not applicable,not applicable
65915,1580.2,,,other (see notes),not applicable,not applicable
65916,1583.6,,,other (see notes),not applicable,not applicable
65917,1587.1,,,other (see notes),not applicable,not applicable
65918,1590.6,,,other (see notes),not applicable,not applicable
65919,1594.1,,,other (see notes),not applicable,not applicable
65920,1597.6,,,other (see notes),not applicable,not applicable
65921,1601,,,other (see notes),not applicable,not applicable
65922,1604.5,,,other (see notes),not applicable,not applicable
65923,1608,,,other (see notes),not applicable,not applicable
65924,1611.5,,,other (see notes),not applicable,not applicable
65925,1615,,,other (see notes),not applicable,not applicable
65926,1618.4,,,other (see notes),not applicable,not applicable
65927,1621.9,,,other (see notes),not applicable,not applicable
65928,1625.4,,,other (see notes),not applicable,not applicable
65929,1628.9,,,other (see notes),not applicable,not applicable
65930,1632.4,,,other (see notes),not applicable,not applicable
65931,1635.8,,,other (see notes),not applicable,not applicable
65932,1639.3,,,other (see notes),not applicable,not applicable
65933,1642.8,,,other (see notes),not applicable,not applicable
65934,1646.3,,,other (see notes),not applicable,not applicable
65935,1649.8,,,other (see notes),not applicable,not applicable
65936,1653.2,,,other (see notes),not applicable,not applicable
65937,1656.7,,,other (see notes),not applicable,not applicable
65938,1660.2,,,other (see notes),not applicable,not applicable
65939,1663.7,,,other (see notes),not applicable,not applicable
65940,1667.2,,,other (see notes),not applicable,not applicable
65941,1670.6,,,other (see notes),not applicable,not applicable
65942,1674.1,,,other (see notes),not applicable,not applicable
65943,1677.6,,,other (see notes),not applicable,not applicable
65944,1681.1,,,other (see notes),not applicable,not applicable
65945,1684.6,,,other (see notes),not applicable,not applicable
65946,1688,,,other (see notes),not applicable,not applicable
65947,1691.5,,,other (see notes),not applicable,not applicable
65948,1695,,,other (see notes),not applicable,not applicable
65949,1698.6,,,other (see notes),not applicable,not applicable
65950,1702.3,,,other (see notes),not applicable,not applicable
65951,1705.9,,,other (see notes),not applicable,not applicable
65952,1709.5,,,other (see notes),not applicable,not applicable
65953,1713.2,,,other (see notes),not applicable,not applicable
65954,1716.8,,,other (see notes),not applicable,not applicable
65955,1720.4,,,other (see notes),not applicable,not applicable
65956,1724.1,,,other (see notes),not applicable,not applicable
65957,1727.7,,,other (see notes),not applicable,not applicable
65958,1731.3,,,other (see notes),not applicable,not applicable
65959,1735,,,other (see notes),not applicable,not applicable
65960,1738.6,,,other (see notes),not applicable,not applicable
65961,1742.2,,,other (see notes),not applicable,not applicable
65962,1745.9,,,other (see notes),not applicable,not applicable
65963,1749.5,,,other (see notes),not applicable,not applicable
65964,1753.1,,,other (see notes),not applicable,not applicable
65965,1756.8,,,other (see notes),not applicable,not applicable
65966,1760.4,,,other (see notes),not applicable,not applicable
65967,1764,,,other (see notes),not applicable,not applicable
65968,1767.7,,,other (see notes),not applicable,not applicable
65969,1771.3,,,other (see notes),not applicable,not applicable
65970,1774.9,,,other (see notes),not applicable,not applicable
65971,1778.6,,,other (see notes),not applicable,not applicable
65972,1782.2,,,other (see notes),not applicable,not applicable
65973,1785.8,,,other (see notes),not applicable,not applicable
65974,1789.5,,,other (see notes),not applicable,not applicable
65975,1793.1,,,other (see notes),not applicable,not applicable
65976,1796.7,,,other (see notes),not applicable,not applicable
65977,1800.4,,,other (see notes),not applicable,not applicable
65978,1804,,,other (see notes),not applicable,not applicable
65979,1807.6,,,other (see notes),not applicable,not applicable
65980,1811.3,,,other (see notes),not applicable,not applicable
65981,1814.9,,,other (see notes),not applicable,not applicable
65982,1818.5,,,other (see notes),not applicable,not applicable
65983,1822.2,,,other (see notes),not applicable,not applicable
65984,1825.8,,,other (see notes),not applicable,not applicable
65985,1829.4,,,other (see notes),not applicable,not applicable
65986,1833.1,,,other (see notes),not applicable,not applicable
65987,1836.7,,,other (see notes),not applicable,not applicable
65988,1840.3,,,other (see notes),not applicable,not applicable
65989,1844,,,other (see notes),not applicable,not applicable
65990,1847.6,,,other (see notes),not applicable,not applicable
65991,1851.2,,,other (see notes),not applicable,not applicable
65992,1854.9,,,other (see notes),not applicable,not applicable
65993,1858.5,,,other (see notes),not applicable,not applicable
65994,1862.1,,,other (see notes),not applicable,not applicable
65995,1865.8,,,other (see notes),not applicable,not applicable
65996,1869.4,,,other (see notes),not applicable,not applicable
65997,1873,,,other (see notes),not applicable,not applicable
65998,1876.7,,,other (see notes),not applicable,not applicable
65999,1880.3,,,other (see notes),not applicable,not applicable
66000,1883.9,,,other (see notes),not applicable,not applicable
66001,1887.6,,,other (see notes),not applicable,not applicable
66002,1891.2,,,other (see notes),not applicable,not applicable
66003,1894.8,,,other (see notes),not applicable,not applicable
66004,1898.5,,,other (see notes),not applicable,not applicable
66005,1902.1,,,other (see notes),not applicable,not applicable
66006,1905.7,,,other (see notes),not applicable,not applicable
66007,1909.4,,,other (see notes),not applicable,not applicable
66008,1913,,,other (see notes),not applicable,not applicable
66009,1915.8,,,other (see notes),not applicable,not applicable
66010,1918.7,,,other (see notes),not applicable,not applicable
66011,1921.5,,,other (see notes),not applicable,not applicable
66012,1924.4,,,other (see notes),not applicable,not applicable
66013,1927.2,,,other (see notes),not applicable,not applicable
66014,1930,,,other (see notes),not applicable,not applicable
66015,1932.9,,,other (see notes),not applicable,not applicable
66016,1935.7,,,other (see notes),not applicable,not applicable
66017,1938.6,,,other (see notes),not applicable,not applicable
66018,1941.4,,,other (see notes),not applicable,not applicable
66019,1944.2,,,other (see notes),not applicable,not applicable
66020,1947.1,,,other (see notes),not applicable,not applicable
66021,1949.9,,,other (see notes),not applicable,not applicable
66022,1952.8,,,other (see notes),not applicable,not applicable
66023,1955.6,,,other (see notes),not applicable,not applicable
66024,1958.4,,,other (see notes),not applicable,not applicable
66025,1961.3,,,other (see notes),not applicable,not applicable
66026,1964.1,,,other (see notes),not applicable,not applicable
66027,1967,,,other (see notes),not applicable,not applicable
66028,1969.8,,,other (see notes),not applicable,not applicable
66029,1972.6,,,other (see notes),not applicable,not applicable
66030,1975.5,,,other (see notes),not applicable,not applicable
66031,1978.3,,,other (see notes),not applicable,not applicable
66032,1981.2,,,other (see notes),not applicable,not applicable
66033,1984,,,other (see notes),not applicable,not applicable
66034,1986.8,,,other (see notes),not applicable,not applicable
66035,1989.7,,,other (see notes),not applicable,not applicable
66036,1992.5,,,other (see notes),not applicable,not applicable
66037,1995.4,,,other (see notes),not applicable,not applicable
66038,1998.2,,,other (see notes),not applicable,not applicable
66039,2001,,,other (see notes),not applicable,not applicable
66040,2003.9,,,other (see notes),not applicable,not applicable
66041,2006.7,,,other (see notes),not applicable,not applicable
66042,2009.6,,,other (see notes),not applicable,not applicable
66043,2012.4,,,other (see notes),not applicable,not applicable
66044,2015.2,,,other (see notes),not applicable,not applicable
66045,2018.1,,,other (see notes),not applicable,not applicable
66046,2020.9,,,other (see notes),not applicable,not applicable
66047,2023.8,,,other (see notes),not applicable,not applicable
66048,2026.6,,,other (see notes),not applicable,not applicable
66049,2029.4,,,other (see notes),not applicable,not applicable
66050,2032.3,,,other (see notes),not applicable,not applicable
66051,2035.1,,,other (see notes),not applicable,not applicable
66052,2038,,,other (see notes),not applicable,not applicable
66053,2040.8,,,other (see notes),not applicable,not applicable
66054,2043.6,,,other (see notes),not applicable,not applicable
66055,2046.5,,,other (see notes),not applicable,not applicable
66056,2049.3,,,other (see notes),not applicable,not applicable
66057,2052.2,,,other (see notes),not applicable,not applicable
66058,2055,,,other (see notes),not applicable,not applicable
66059,2056.8,,,other (see notes),not applicable,not applicable
66060,2058.6,,,other (see notes),not applicable,not applicable
66061,2060.4,,,other (see notes),not applicable,not applicable
66062,2062.2,,,other (see notes),not applicable,not applicable
66063,2064,,,other (see notes),not applicable,not applicable
66064,2065.8,,,other (see notes),not applicable,not applicable
66065,2067.6,,,other (see notes),not applicable,not applicable
66066,2069.4,,,other (see notes),not applicable,not applicable
66067,2071.2,,,other (see notes),not applicable,not applicable
66068,2073,,,other (see notes),not applicable,not applicable
66069,2074.8,,,other (see notes),not applicable,not applicable
66070,2076.6,,,other (see notes),not applicable,not applicable
66071,2078.4,,,other (see notes),not applicable,not applicable
66072,2080.2,,,other (see notes),not applicable,not applicable
66073,2082,,,other (see notes),not applicable,not applicable
66074,2083.8,,,other (see notes),not applicable,not applicable
66075,2085.6,,,other (see notes),not applicable,not applicable
66076,2087.4,,,other (see notes),not applicable,not applicable
66077,2089.2,,,other (see notes),not applicable,not applicable
66078,2091,,,other (see notes),not applicable,not applicable
